,PRIM_STATE,AREA,AREA_TITLE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,year
296,OH,10420,"Akron, OH",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,9420,5,29.697,0.92,12.46,25910,2.5,8.26,8.87,10.8,14.8,19.72,17170,18460,22450,30780,41020,2013
305,OH,10420,"Akron, OH",39-0000,Personal Care and Service Occupations,major,6320,5.3,19.918,0.66,11.4,23700,2.5,8.14,8.56,9.28,12.38,18.23,16920,17810,19300,25750,37910,2013
322,OH,10420,"Akron, OH",41-0000,Sales and Related Occupations,major,36140,2.7,113.932,1.07,18.2,37850,3.1,8.29,8.94,11.68,21.09,35.37,17240,18600,24300,43880,73560,2013
341,OH,10420,"Akron, OH",43-0000,Office and Administrative Support Occupations,major,52330,1.9,164.984,1.02,15.91,33100,1.1,9.12,11.68,14.85,18.87,24.43,18970,24290,30880,39250,50820,2013
390,OH,10420,"Akron, OH",45-0000,"Farming, Fishing, and Forestry Occupations",major,60,28.2,0.203,0.06,14.88,30950,7.8,8.59,9.82,12.78,18.57,25.2,17860,20410,26590,38620,52410,2013
391,OH,10420,"Akron, OH",47-0000,Construction and Extraction Occupations,major,8910,4.8,28.1,0.73,22.18,46120,1.8,12.98,16.26,20.9,27.77,33.86,26990,33830,43470,57770,70420,2013
419,OH,10420,"Akron, OH",49-0000,"Installation, Maintenance, and Repair Occupations",major,12550,3.9,39.564,1.02,19.16,39860,1.7,10.12,13.46,18.05,23.56,29.99,21040,27990,37550,49010,62390,2013
447,OH,10420,"Akron, OH",51-0000,Production Occupations,major,26250,4,82.745,1.25,16.84,35030,1.3,9.97,12.02,15.46,20.34,26.07,20730,25000,32160,42310,54220,2013
513,OH,10420,"Akron, OH",53-0000,Transportation and Material Moving Occupations,major,21180,4,66.788,0.98,15.02,31240,2.4,8.48,9.47,13.09,18.17,25.37,17640,19700,27240,37780,52770,2013
537,OH,15940,"Canton-Massillon, OH",11-0000,Management Occupations,major,7000,4.2,42.242,0.86,39.46,82080,1.6,16.95,24.36,34.92,47.77,66.68,35250,50660,72630,99370,138700,2013
562,OH,15940,"Canton-Massillon, OH",13-0000,Business and Financial Operations Occupations,major,5620,5.8,33.911,0.68,25.86,53790,2,13.33,17.81,24.08,32.01,40.45,27720,37040,50080,66590,84140,2013
584,OH,15940,"Canton-Massillon, OH",15-0000,Computer and Mathematical Occupations,major,1570,7.8,9.508,0.34,26.87,55880,2.4,14.05,18.16,25.33,33.9,42.78,29230,37780,52690,70510,88980,2013
593,OH,15940,"Canton-Massillon, OH",17-0000,Architecture and Engineering Occupations,major,1890,7.3,11.435,0.64,30.01,62410,2.5,15.45,20.46,27.72,36.78,46.99,32130,42560,57660,76500,97740,2013
610,OH,15940,"Canton-Massillon, OH",19-0000,"Life, Physical, and Social Science Occupations",major,670,14.1,4.038,0.47,28.7,59700,6.1,14.23,18.36,24.89,35.36,47.24,29590,38190,51770,73560,98260,2013
616,OH,15940,"Canton-Massillon, OH",21-0000,Community and Social Service Occupations,major,2650,5.7,15.986,1.11,20.15,41910,4.1,10.42,13.47,18.31,25.27,32.08,21670,28020,38080,52560,66720,2013
630,OH,15940,"Canton-Massillon, OH",23-0000,Legal Occupations,major,880,9.7,5.334,0.68,40.07,83350,6.5,15.46,19.34,30.58,45.28,81.01,32150,40220,63610,94190,168490,2013
634,OH,15940,"Canton-Massillon, OH",25-0000,"Education, Training, and Library Occupations",major,10960,5.5,66.174,1.04,25.21,52430,5.6,9.95,14.24,23.6,32.48,40.98,20700,29620,49090,67570,85240,2013
666,OH,15940,"Canton-Massillon, OH",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,1730,10.1,10.438,0.79,17.21,35790,4.1,8.45,9.37,14.72,22.65,30.45,17580,19490,30610,47120,63330,2013
677,OH,15940,"Canton-Massillon, OH",29-0000,Healthcare Practitioners and Technical Occupations,major,11800,19.4,71.221,1.22,33.4,69470,4.1,14.19,18.6,26.1,35.13,58.04,29510,38690,54280,73070,120710,2013
718,OH,15940,"Canton-Massillon, OH",31-0000,Healthcare Support Occupations,major,7930,7.6,47.865,1.62,11.56,24050,2.3,8.24,8.84,10.25,12.91,16.06,17140,18390,21310,26860,33400,2013
733,OH,15940,"Canton-Massillon, OH",33-0000,Protective Service Occupations,major,2840,9.1,17.149,0.7,17.56,36520,4.6,8.88,10.97,14.46,24.01,29.11,18460,22820,30080,49950,60550,2013
744,OH,15940,"Canton-Massillon, OH",35-0000,Food Preparation and Serving Related Occupations,major,16410,2.1,99.057,1.1,9.42,19590,0.9,8.05,8.35,8.86,9.4,11.48,16750,17370,18420,19560,23870,2013
760,OH,15940,"Canton-Massillon, OH",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,5250,5.9,31.712,0.98,11.7,24330,1.9,8.28,8.92,10.5,13.41,17.36,17220,18550,21830,27880,36110,2013
767,OH,15940,"Canton-Massillon, OH",39-0000,Personal Care and Service Occupations,major,3650,6.9,22.028,0.73,10.43,21700,2,8.1,8.48,9.1,11.01,14.68,16850,17630,18940,22900,30540,2013
779,OH,15940,"Canton-Massillon, OH",41-0000,Sales and Related Occupations,major,17010,4.8,102.739,0.97,15.39,32020,2.2,8.23,8.8,10.55,16.93,27.88,17120,18300,21930,35210,57980,2013
796,OH,15940,"Canton-Massillon, OH",43-0000,Office and Administrative Support Occupations,major,24420,3.2,147.452,0.91,14.9,30990,1.4,8.79,10.46,13.57,17.64,23.32,18290,21760,28230,36680,48510,2013
842,OH,15940,"Canton-Massillon, OH",45-0000,"Farming, Fishing, and Forestry Occupations",major,70,36.7,0.444,0.14,12.12,25210,7.6,8.2,8.72,10.38,14.94,19.99,17050,18140,21600,31080,41570,2013
843,OH,15940,"Canton-Massillon, OH",47-0000,Construction and Extraction Occupations,major,6520,7,39.362,1.03,21.93,45610,2.6,11.92,15.43,20.9,27.49,33.68,24800,32100,43470,57180,70050,2013
865,OH,15940,"Canton-Massillon, OH",49-0000,"Installation, Maintenance, and Repair Occupations",major,6670,8.3,40.287,1.04,18.61,38700,1.5,10.15,13.3,17.42,22.16,29.18,21110,27670,36240,46100,60690,2013
890,OH,15940,"Canton-Massillon, OH",51-0000,Production Occupations,major,18820,5.9,113.618,1.72,15.42,32080,1.6,9.13,11.04,14.42,18.16,22.41,18990,22960,29990,37770,46620,2013
946,OH,15940,"Canton-Massillon, OH",53-0000,Transportation and Material Moving Occupations,major,11260,5.2,68.001,1,14.64,30450,2.3,8.46,9.4,13.15,17.81,23.72,17610,19550,27350,37040,49340,2013
966,OH,17140,"Cincinnati-Middletown, OH-KY-IN",11-0000,Management Occupations,major,53360,2.7,53.621,1.09,50.52,105080,1,21.88,31.55,43.98,61.34,88.92,45510,65630,91480,127590,184950,2013
999,OH,17140,"Cincinnati-Middletown, OH-KY-IN",13-0000,Business and Financial Operations Occupations,major,55180,3,55.445,1.1,31.67,65870,1.3,16.83,21.83,28.73,37.79,49.35,35010,45410,59750,78600,102640,2013
1030,OH,17140,"Cincinnati-Middletown, OH-KY-IN",15-0000,Computer and Mathematical Occupations,major,28950,3.7,29.093,1.04,35.96,74790,1.1,19.88,25.91,34.77,44.55,55.24,41340,53900,72320,92670,114890,2013
1046,OH,17140,"Cincinnati-Middletown, OH-KY-IN",17-0000,Architecture and Engineering Occupations,major,18700,3.2,18.789,1.05,35.97,74820,2,19.72,26.22,34.23,43.89,55.25,41020,54530,71200,91300,114910,2013
1075,OH,17140,"Cincinnati-Middletown, OH-KY-IN",19-0000,"Life, Physical, and Social Science Occupations",major,7440,3,7.476,0.87,30.7,63860,4.3,15.45,19.8,26.59,36.6,48.08,32130,41170,55300,76120,100000,2013
1097,OH,17140,"Cincinnati-Middletown, OH-KY-IN",21-0000,Community and Social Service Occupations,major,11990,3.9,12.053,0.84,20.52,42670,1.7,12.17,15.11,18.84,24.92,31.89,25310,31440,39180,51840,66320,2013
1115,OH,17140,"Cincinnati-Middletown, OH-KY-IN",23-0000,Legal Occupations,major,6320,5.1,6.347,0.81,42.16,87700,4.6,14.81,21.53,32.39,55.17,82.72,30810,44770,67370,114760,172050,2013
1123,OH,17140,"Cincinnati-Middletown, OH-KY-IN",25-0000,"Education, Training, and Library Occupations",major,56310,3.2,56.584,0.89,26.47,55060,4.7,10.42,14.71,23.07,32.55,42.48,21670,30600,47980,67710,88360,2013
1176,OH,17140,"Cincinnati-Middletown, OH-KY-IN",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,11990,5.3,12.045,0.91,22.01,45780,2.3,8.88,12.6,19.34,27.98,37.79,18460,26210,40230,58210,78600,2013
1213,OH,17140,"Cincinnati-Middletown, OH-KY-IN",29-0000,Healthcare Practitioners and Technical Occupations,major,64570,3,64.888,1.11,34.38,71500,2.1,16.02,21.34,27.9,36.49,60.05,33310,44380,58030,75900,124900,2013
1270,OH,17140,"Cincinnati-Middletown, OH-KY-IN",31-0000,Healthcare Support Occupations,major,32970,2.6,33.134,1.12,13.11,27270,1.2,9.34,10.38,12.16,14.55,17.97,19430,21600,25290,30270,37370,2013
1287,OH,17140,"Cincinnati-Middletown, OH-KY-IN",33-0000,Protective Service Occupations,major,20170,4.4,20.272,0.83,20.1,41800,3.8,9.02,11.69,18.82,27.87,33.67,18760,24320,39150,57970,70020,2013
1306,OH,17140,"Cincinnati-Middletown, OH-KY-IN",35-0000,Food Preparation and Serving Related Occupations,major,96590,1.1,97.063,1.08,9.89,20580,0.8,8,8.35,8.95,10.23,13.58,16640,17380,18610,21270,28250,2013
1324,OH,17140,"Cincinnati-Middletown, OH-KY-IN",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,27920,2.4,28.057,0.87,11.98,24920,1.4,8.28,9.02,10.87,13.86,17.5,17220,18760,22610,28830,36400,2013
1332,OH,17140,"Cincinnati-Middletown, OH-KY-IN",39-0000,Personal Care and Service Occupations,major,24350,3.9,24.469,0.81,11.4,23700,2,8.09,8.61,9.57,12.13,16.79,16830,17920,19910,25240,34930,2013
1354,OH,17140,"Cincinnati-Middletown, OH-KY-IN",41-0000,Sales and Related Occupations,major,100610,1.9,101.096,0.95,19.29,40130,1.7,8.32,9.15,13,22.18,39.61,17310,19040,27050,46130,82400,2013
1375,OH,17140,"Cincinnati-Middletown, OH-KY-IN",43-0000,Office and Administrative Support Occupations,major,163800,1.5,164.594,1.02,16.53,34380,0.5,9.57,11.97,15.45,20,25.56,19900,24910,32130,41600,53160,2013
1429,OH,17140,"Cincinnati-Middletown, OH-KY-IN",45-0000,"Farming, Fishing, and Forestry Occupations",major,380,18.7,0.381,0.12,13.66,28420,4.5,8.49,9.56,11.15,16.03,24.72,17660,19890,23180,33350,51410,2013
1432,OH,17140,"Cincinnati-Middletown, OH-KY-IN",47-0000,Construction and Extraction Occupations,major,30380,3.5,30.524,0.8,21.72,45170,1,12.66,16.09,21.07,26.92,32.51,26320,33460,43820,56000,67620,2013
1469,OH,17140,"Cincinnati-Middletown, OH-KY-IN",49-0000,"Installation, Maintenance, and Repair Occupations",major,37190,2.8,37.372,0.96,21.09,43860,1.3,11.01,14.99,20.26,26.45,32.74,22900,31170,42130,55020,68100,2013
1508,OH,17140,"Cincinnati-Middletown, OH-KY-IN",51-0000,Production Occupations,major,74460,2.4,74.823,1.13,17.22,35810,1.2,9.6,12.04,16.08,21.21,27.07,19960,25050,33450,44110,56310,2013
1602,OH,17140,"Cincinnati-Middletown, OH-KY-IN",53-0000,Transportation and Material Moving Occupations,major,71530,3.6,71.874,1.06,15.64,32530,1.7,8.51,9.73,13.7,18.79,25.77,17700,20250,28500,39080,53590,2013
1638,OH,17460,"Cleveland-Elyria-Mentor, OH",11-0000,Management Occupations,major,50900,2.1,50.39,1.02,49.34,102620,1.1,21.07,30.9,42.93,59.6,87.15,43830,64270,89300,123970,181270,2013
1669,OH,17460,"Cleveland-Elyria-Mentor, OH",13-0000,Business and Financial Operations Occupations,major,50330,2.4,49.824,0.99,31.03,64550,1.3,15.99,21.63,28.7,37.61,48.8,33250,44990,59690,78220,101500,2013
1698,OH,17460,"Cleveland-Elyria-Mentor, OH",15-0000,Computer and Mathematical Occupations,major,27930,5,27.646,0.99,33.73,70150,1.3,17.65,24.31,32.78,42.35,52.22,36710,50560,68170,88090,108620,2013
1714,OH,17460,"Cleveland-Elyria-Mentor, OH",17-0000,Architecture and Engineering Occupations,major,16330,4.2,16.161,0.9,34.82,72430,2.5,19.2,24.83,33.2,43.19,54.05,39940,51650,69050,89840,112430,2013
1744,OH,17460,"Cleveland-Elyria-Mentor, OH",19-0000,"Life, Physical, and Social Science Occupations",major,5210,8.2,5.162,0.6,29.73,61840,2.5,15.03,19.19,26.4,37.83,46.52,31260,39920,54900,78690,96770,2013
1769,OH,17460,"Cleveland-Elyria-Mentor, OH",21-0000,Community and Social Service Occupations,major,12390,14,12.268,0.86,22.21,46190,1.9,13.14,16.45,21.2,26.98,33.8,27340,34220,44090,56120,70310,2013
1786,OH,17460,"Cleveland-Elyria-Mentor, OH",23-0000,Legal Occupations,major,7980,8.2,7.902,1.01,41.31,85930,4.7,15.97,22.23,33.73,52.87,75.36,33210,46230,70150,109960,156740,2013
1795,OH,17460,"Cleveland-Elyria-Mentor, OH",25-0000,"Education, Training, and Library Occupations",major,58340,3.8,57.756,0.91,28.51,59290,4.3,10.63,16.02,26.78,34.9,43.49,22120,33310,55700,72580,90460,2013
1850,OH,17460,"Cleveland-Elyria-Mentor, OH",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,11070,5.7,10.962,0.83,22.77,47360,2.3,9.58,13.84,20.4,28.38,36.03,19930,28800,42440,59020,74940,2013
1878,OH,17460,"Cleveland-Elyria-Mentor, OH",29-0000,Healthcare Practitioners and Technical Occupations,major,75880,6.4,75.114,1.28,34.47,71700,3.2,16.77,22.44,28.7,36.19,56.14,34870,46680,59690,75280,116760,2013
1937,OH,17460,"Cleveland-Elyria-Mentor, OH",31-0000,Healthcare Support Occupations,major,41730,3.4,41.31,1.4,12.49,25990,1.7,8.51,9.5,11.23,14.1,17.76,17690,19770,23370,29330,36940,2013
1954,OH,17460,"Cleveland-Elyria-Mentor, OH",33-0000,Protective Service Occupations,major,25780,4.7,25.518,1.04,18.92,39350,4.7,8.65,10.55,17.78,25.31,31.9,17980,21940,36970,52640,66350,2013
1973,OH,17460,"Cleveland-Elyria-Mentor, OH",35-0000,Food Preparation and Serving Related Occupations,major,88270,2.1,87.384,0.97,9.97,20740,0.8,8.07,8.41,8.97,10.32,13.75,16800,17500,18660,21470,28600,2013
1991,OH,17460,"Cleveland-Elyria-Mentor, OH",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,31670,3,31.349,0.97,12.33,25660,1.7,8.27,8.9,10.65,14.22,19.48,17200,18520,22150,29570,40510,2013
1999,OH,17460,"Cleveland-Elyria-Mentor, OH",39-0000,Personal Care and Service Occupations,major,23270,5.1,23.035,0.77,11.82,24590,1.8,8.22,8.76,10.16,13.28,17.84,17090,18230,21120,27610,37110,2013
2020,OH,17460,"Cleveland-Elyria-Mentor, OH",41-0000,Sales and Related Occupations,major,99330,2.2,98.33,0.93,18.97,39460,1.8,8.35,9.09,12.25,21.83,37.48,17360,18910,25490,45410,77970,2013
2040,OH,17460,"Cleveland-Elyria-Mentor, OH",43-0000,Office and Administrative Support Occupations,major,163630,1.9,161.983,1,16.69,34720,0.9,9.59,12.13,15.77,20.22,25.68,19940,25230,32800,42060,53410,2013
2093,OH,17460,"Cleveland-Elyria-Mentor, OH",45-0000,"Farming, Fishing, and Forestry Occupations",major,380,29.6,0.379,0.12,13.33,27730,5,8.83,9.96,11.71,14.68,21.31,18370,20710,24360,30520,44330,2013
2096,OH,17460,"Cleveland-Elyria-Mentor, OH",47-0000,Construction and Extraction Occupations,major,29460,3.2,29.167,0.76,23.8,49510,1.4,12.69,17,23.42,30.49,35.46,26390,35350,48710,63420,73760,2013
2129,OH,17460,"Cleveland-Elyria-Mentor, OH",49-0000,"Installation, Maintenance, and Repair Occupations",major,37120,3.3,36.742,0.95,20.65,42940,1.5,10.81,14.48,19.63,26,32.52,22490,30130,40820,54070,67640,2013
2169,OH,17460,"Cleveland-Elyria-Mentor, OH",51-0000,Production Occupations,major,91880,3,90.956,1.38,17,35370,1.4,9.74,11.86,15.8,20.57,26.7,20260,24680,32870,42780,55540,2013
2260,OH,17460,"Cleveland-Elyria-Mentor, OH",53-0000,Transportation and Material Moving Occupations,major,61280,4,60.66,0.89,15.57,32380,2.8,8.48,9.48,13.33,18.81,25.55,17630,19730,27730,39130,53140,2013
2292,OH,18140,"Columbus, OH",11-0000,Management Occupations,major,47770,3.3,50.769,1.03,50.61,105270,1.4,22.28,32.23,44.55,62.7,86.92,46330,67040,92660,130420,180800,2013
2324,OH,18140,"Columbus, OH",13-0000,Business and Financial Operations Occupations,major,58950,3,62.646,1.25,31.61,65740,1.5,17.19,22.4,29.56,38.32,48.15,35760,46590,61490,79710,100160,2013
2355,OH,18140,"Columbus, OH",15-0000,Computer and Mathematical Occupations,major,40010,6.7,42.519,1.53,36.76,76460,1.2,20.11,27.43,37.34,45.41,53.89,41830,57050,77670,94440,112090,2013
2371,OH,18140,"Columbus, OH",17-0000,Architecture and Engineering Occupations,major,14590,3.6,15.508,0.86,34.42,71590,1.6,19.51,25.07,32.77,42.21,51.95,40570,52140,68170,87800,108050,2013
2401,OH,18140,"Columbus, OH",19-0000,"Life, Physical, and Social Science Occupations",major,7840,14.4,8.332,0.97,29.19,60710,3.4,14.91,19.61,26.45,35.52,45.59,31010,40790,55020,73890,94820,2013
2430,OH,18140,"Columbus, OH",21-0000,Community and Social Service Occupations,major,11820,3.1,12.557,0.88,21.57,44860,2.4,12.42,15.54,19.78,26.15,34.26,25830,32330,41140,54380,71250,2013
2447,OH,18140,"Columbus, OH",23-0000,Legal Occupations,major,6820,3.8,7.252,0.92,40.84,84950,4.8,16.39,22.25,32.96,52.49,72.59,34090,46280,68550,109170,150990,2013
2455,OH,18140,"Columbus, OH",25-0000,"Education, Training, and Library Occupations",major,56580,6.1,60.13,0.95,27.76,57730,5.7,10.59,15.66,24.9,35.17,45.44,22030,32560,51800,73150,94520,2013
2512,OH,18140,"Columbus, OH",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,13230,24.9,14.058,1.06,24.41,50780,2.5,10.19,14.62,22.43,30.79,40.3,21200,30410,46640,64040,83830,2013
2544,OH,18140,"Columbus, OH",29-0000,Healthcare Practitioners and Technical Occupations,major,56830,3.3,60.402,1.03,35.97,74820,2.6,15.54,21.58,28.48,38.84,64.33,32310,44880,59240,80780,133800,2013
2598,OH,18140,"Columbus, OH",31-0000,Healthcare Support Occupations,major,32990,2.8,35.065,1.18,12.71,26440,1.3,9.03,10,11.31,14.37,18.11,18770,20800,23520,29880,37670,2013
2615,OH,18140,"Columbus, OH",33-0000,Protective Service Occupations,major,21340,3,22.679,0.92,21.25,44190,6.2,9.29,11.34,19.19,30.24,35.99,19320,23580,39910,62900,74850,2013
2633,OH,18140,"Columbus, OH",35-0000,Food Preparation and Serving Related Occupations,major,84060,1.5,89.334,0.99,10.12,21060,0.8,8.08,8.43,9.02,10.65,14.21,16810,17540,18750,22160,29550,2013
2650,OH,18140,"Columbus, OH",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,29860,2.2,31.73,0.98,12.08,25130,1.6,8.29,8.95,10.51,13.79,18.62,17240,18610,21860,28690,38730,2013
2660,OH,18140,"Columbus, OH",39-0000,Personal Care and Service Occupations,major,20930,6.8,22.248,0.74,11.67,24270,2.3,8.22,8.77,9.97,12,18.16,17090,18240,20740,24960,37770,2013
2681,OH,18140,"Columbus, OH",41-0000,Sales and Related Occupations,major,89740,2.5,95.371,0.9,17.42,36230,2,8.34,9.07,12.11,20.37,32.97,17350,18870,25200,42360,68580,2013
2701,OH,18140,"Columbus, OH",43-0000,Office and Administrative Support Occupations,major,165000,1.8,175.355,1.08,16.67,34680,0.7,9.39,11.93,15.6,20.13,25.73,19520,24810,32440,41870,53510,2013
2756,OH,18140,"Columbus, OH",45-0000,"Farming, Fishing, and Forestry Occupations",major,830,18.3,0.885,0.27,14.65,30470,6.8,8.5,9.55,11.36,18.45,25.47,17680,19860,23640,38380,52980,2013
2761,OH,18140,"Columbus, OH",47-0000,Construction and Extraction Occupations,major,24060,3.8,25.57,0.67,21.95,45660,1.6,12.61,15.95,20.61,27.19,33.31,26230,33170,42870,56550,69290,2013
2794,OH,18140,"Columbus, OH",49-0000,"Installation, Maintenance, and Repair Occupations",major,30200,4.1,32.096,0.83,21.12,43930,1.6,11.51,15.06,19.81,26,32.12,23950,31330,41210,54090,66810,2013
2830,OH,18140,"Columbus, OH",51-0000,Production Occupations,major,58050,6.9,61.694,0.93,15.57,32390,2,8.96,10.68,14.44,18.51,24.12,18640,22210,30040,38490,50160,2013
2913,OH,18140,"Columbus, OH",53-0000,Transportation and Material Moving Occupations,major,69440,3.9,73.802,1.09,14.69,30560,1.7,8.59,9.82,12.7,17.58,23.41,17870,20430,26410,36560,48690,2013
2943,OH,19380,"Dayton, OH",11-0000,Management Occupations,major,17650,2.1,47.826,0.97,47.22,98220,1.4,20.95,30.67,43.54,57.72,75.85,43580,63790,90560,120060,157760,2013
2974,OH,19380,"Dayton, OH",13-0000,Business and Financial Operations Occupations,major,19900,2.1,53.925,1.07,32.46,67520,3.9,16.47,22.46,31.14,40.78,49.06,34250,46720,64780,84820,102040,2013
3003,OH,19380,"Dayton, OH",15-0000,Computer and Mathematical Occupations,major,11890,4.8,32.225,1.16,34.97,72730,2.5,18.94,24.67,33.73,43.79,54.28,39390,51310,70170,91080,112910,2013
3020,OH,19380,"Dayton, OH",17-0000,Architecture and Engineering Occupations,major,10230,5.9,27.73,1.54,39.78,82740,4.9,20.66,27.8,37.45,51.32,63.1,42980,57820,77910,106740,131250,2013
3047,OH,19380,"Dayton, OH",19-0000,"Life, Physical, and Social Science Occupations",major,2900,7.1,7.848,0.92,35.05,72910,5.2,16.48,24.01,34.05,44.07,53.82,34290,49950,70820,91660,111950,2013
3065,OH,19380,"Dayton, OH",21-0000,Community and Social Service Occupations,major,5210,5.7,14.128,0.99,20.97,43630,2.1,12.16,15.1,19.69,25.58,32.2,25290,31400,40960,53220,66980,2013
3082,OH,19380,"Dayton, OH",23-0000,Legal Occupations,major,1820,9.5,4.929,0.63,47.83,99480,4.5,16.64,22.61,41.72,67.27,85.87,34610,47030,86770,139930,178610,2013
3089,OH,19380,"Dayton, OH",25-0000,"Education, Training, and Library Occupations",major,24410,2.7,66.151,1.04,25.5,53030,2.8,9.89,15.33,24.65,33.1,40.26,20580,31890,51260,68850,83730,2013
3130,OH,19380,"Dayton, OH",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,4000,7.7,10.843,0.82,22.07,45900,4.6,8.8,12.01,19.52,28.88,39.91,18310,24980,40610,60070,83010,2013
3153,OH,19380,"Dayton, OH",29-0000,Healthcare Practitioners and Technical Occupations,major,27670,8.9,74.987,1.28,33.65,69990,2.9,15.11,20.66,27.08,35.43,58.49,31420,42970,56320,73690,121660,2013
3202,OH,19380,"Dayton, OH",31-0000,Healthcare Support Occupations,major,14580,5.4,39.505,1.33,13.29,27650,1.7,8.92,10.19,12.13,14.62,18.07,18550,21190,25220,30410,37580,2013
3218,OH,19380,"Dayton, OH",33-0000,Protective Service Occupations,major,6570,5,17.795,0.72,19.11,39750,4.9,8.47,9.41,15.33,27.1,34.88,17610,19560,31890,56360,72550,2013
3233,OH,19380,"Dayton, OH",35-0000,Food Preparation and Serving Related Occupations,major,35250,1.2,95.535,1.06,9.77,20320,1,8.07,8.39,8.93,9.85,13.02,16780,17450,18570,20490,27090,2013
3249,OH,19380,"Dayton, OH",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,11740,4.9,31.822,0.98,12.74,26500,1.8,8.31,9,10.82,15.55,20.17,17280,18710,22510,32350,41950,2013
3256,OH,19380,"Dayton, OH",39-0000,Personal Care and Service Occupations,major,7920,6.4,21.463,0.71,10.9,22660,1.9,8.13,8.54,9.24,11.65,16.24,16900,17770,19210,24230,33770,2013
3274,OH,19380,"Dayton, OH",41-0000,Sales and Related Occupations,major,36110,2.6,97.863,0.92,15.98,33240,2.4,8.25,8.86,11,17.95,30.05,17170,18420,22880,37330,62510,2013
3293,OH,19380,"Dayton, OH",43-0000,Office and Administrative Support Occupations,major,58380,2,158.228,0.98,15.92,33110,1.1,9.19,11.59,14.78,18.97,24.5,19110,24120,30740,39450,50950,2013
