,PRIM_STATE,AREA,AREA_TITLE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,year
1512,OH,17140,"Cincinnati-Middletown, OH-KY-IN",51-0000,Production Occupations,major,71760,2.9,73.144,1.11,17.17,35720,1.2,9.78,11.92,15.92,20.93,27.12,20340,24800,33110,43530,56410,2012
1606,OH,17140,"Cincinnati-Middletown, OH-KY-IN",53-0000,Transportation and Material Moving Occupations,major,71610,3.3,72.996,1.08,15.63,32520,2.9,8.41,9.63,13.46,18.32,25.42,17490,20030,27990,38100,52880,2012
1643,OH,17460,"Cleveland-Elyria-Mentor, OH",11-0000,Management Occupations,major,49120,2.2,49.402,1.01,49.12,102170,1,20.89,30.66,42.78,59.36,86.81,43450,63760,88990,123470,180550,2012
1675,OH,17460,"Cleveland-Elyria-Mentor, OH",13-0000,Business and Financial Operations Occupations,major,49940,2.5,50.218,1.02,31,64480,1.1,16.05,21.48,28.69,37.61,47.87,33390,44670,59680,78240,99580,2012
1707,OH,17460,"Cleveland-Elyria-Mentor, OH",15-0000,Computer and Mathematical Occupations,major,27530,4.7,27.686,1.01,33,68640,1.2,17.61,23.88,32.3,41.59,50.61,36630,49680,67180,86510,105260,2012
1723,OH,17460,"Cleveland-Elyria-Mentor, OH",17-0000,Architecture and Engineering Occupations,major,17030,4.5,17.122,0.95,35.18,73170,2.4,19.41,25.14,33.38,43.44,54.15,40370,52300,69420,90360,112640,2012
1754,OH,17460,"Cleveland-Elyria-Mentor, OH",19-0000,"Life, Physical, and Social Science Occupations",major,5520,7.4,5.55,0.65,29.69,61760,2.3,14.89,19.39,26.92,37.9,46.24,30970,40330,55990,78840,96170,2012
1779,OH,17460,"Cleveland-Elyria-Mentor, OH",21-0000,Community and Social Service Occupations,major,11010,5.4,11.069,0.77,21.83,45410,2.2,12.37,15.55,20.59,26.88,34.37,25730,32350,42830,55910,71490,2012
1797,OH,17460,"Cleveland-Elyria-Mentor, OH",23-0000,Legal Occupations,major,7700,4.9,7.74,0.99,44.11,91740,4.9,16.23,22.42,35.62,56.1,83.47,33750,46640,74100,116700,173620,2012
1805,OH,17460,"Cleveland-Elyria-Mentor, OH",25-0000,"Education, Training, and Library Occupations",major,59940,3.5,60.275,0.94,28.25,58750,4.9,10.77,15.77,26.15,34.91,43.35,22410,32790,54390,72610,90180,2012
1863,OH,17460,"Cleveland-Elyria-Mentor, OH",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,11600,7.3,11.666,0.87,22.17,46110,2.2,9.37,13.61,19.82,27.71,35.09,19480,28320,41220,57630,72990,2012
1893,OH,17460,"Cleveland-Elyria-Mentor, OH",29-0000,Healthcare Practitioners and Technical Occupations,major,73960,4.4,74.376,1.27,34.12,70970,3,16.79,22.62,28.68,35.95,55.41,34920,47050,59650,74770,115240,2012
1950,OH,17460,"Cleveland-Elyria-Mentor, OH",31-0000,Healthcare Support Occupations,major,41500,3.4,41.733,1.39,12.26,25500,1.7,8.32,9.25,11.14,13.94,17.59,17300,19240,23160,28990,36600,2012
1968,OH,17460,"Cleveland-Elyria-Mentor, OH",33-0000,Protective Service Occupations,major,27760,12.3,27.92,1.13,19.74,41050,4.4,8.8,11.4,17.8,26.9,33.65,18310,23710,37030,55950,69990,2012
1987,OH,17460,"Cleveland-Elyria-Mentor, OH",35-0000,Food Preparation and Serving Related Occupations,major,85930,1.8,86.42,0.98,9.95,20700,0.9,7.95,8.32,8.94,10.51,13.82,16530,17310,18600,21870,28740,2012
2004,OH,17460,"Cleveland-Elyria-Mentor, OH",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,30130,2.6,30.304,0.93,12.21,25410,2,8.14,8.81,10.49,14.07,19.29,16940,18320,21810,29270,40120,2012
2013,OH,17460,"Cleveland-Elyria-Mentor, OH",39-0000,Personal Care and Service Occupations,major,21540,5.5,21.66,0.74,11.99,24930,2.2,8.11,8.72,10.16,13.42,18.35,16860,18130,21140,27920,38160,2012
2035,OH,17460,"Cleveland-Elyria-Mentor, OH",41-0000,Sales and Related Occupations,major,100930,2.1,101.5,0.96,19.13,39800,2.1,8.23,9.01,11.99,22.69,38.96,17120,18740,24950,47190,81030,2012
2056,OH,17460,"Cleveland-Elyria-Mentor, OH",43-0000,Office and Administrative Support Occupations,major,159450,1.8,160.346,0.98,16.49,34300,0.5,9.49,12.03,15.58,20.01,25.36,19740,25030,32410,41620,52750,2012
2110,OH,17460,"Cleveland-Elyria-Mentor, OH",45-0000,"Farming, Fishing, and Forestry Occupations",major,350,18.6,0.357,0.11,13.63,28340,4.7,8.39,9.41,11.75,16.78,21.6,17450,19580,24440,34900,44920,2012
2113,OH,17460,"Cleveland-Elyria-Mentor, OH",47-0000,Construction and Extraction Occupations,major,29160,4.2,29.325,0.77,23.42,48720,1.5,12.24,16.76,23.52,30,34.78,25450,34850,48930,62400,72330,2012
2148,OH,17460,"Cleveland-Elyria-Mentor, OH",49-0000,"Installation, Maintenance, and Repair Occupations",major,35810,3.5,36.013,0.93,20.58,42810,1.4,10.71,14.39,19.48,25.9,32.32,22280,29930,40520,53870,67230,2012
2185,OH,17460,"Cleveland-Elyria-Mentor, OH",51-0000,Production Occupations,major,89360,2.6,89.863,1.36,17.17,35720,1.6,9.69,11.85,15.87,20.86,27.49,20160,24650,33000,43380,57190,2012
2274,OH,17460,"Cleveland-Elyria-Mentor, OH",53-0000,Transportation and Material Moving Occupations,major,59120,3.5,59.454,0.88,15.47,32170,1.6,8.42,9.6,13.52,18.58,24.55,17510,19970,28120,38650,51060,2012
2308,OH,18140,"Columbus, OH",11-0000,Management Occupations,major,44030,3.2,48.154,0.98,50.34,104700,1.4,22.03,31.75,44.41,61.91,87.01,45820,66040,92380,128780,180970,2012
2340,OH,18140,"Columbus, OH",13-0000,Business and Financial Operations Occupations,major,57870,2.9,63.293,1.28,31.01,64500,1.5,16.46,21.67,28.72,37.69,47.11,34250,45080,59730,78400,97990,2012
2369,OH,18140,"Columbus, OH",15-0000,Computer and Mathematical Occupations,major,38240,6.4,41.821,1.52,35.81,74480,1.3,19.67,26.58,36.04,44.29,52.72,40920,55280,74970,92120,109650,2012
2384,OH,18140,"Columbus, OH",17-0000,Architecture and Engineering Occupations,major,14110,3.1,15.434,0.85,33.47,69620,1.6,18.8,24.39,32.25,41.55,50.75,39090,50720,67080,86420,105560,2012
2415,OH,18140,"Columbus, OH",19-0000,"Life, Physical, and Social Science Occupations",major,7230,3,7.903,0.93,28.64,59580,3.3,14.57,19.6,26.61,35.38,44.36,30310,40760,55340,73590,92260,2012
2442,OH,18140,"Columbus, OH",21-0000,Community and Social Service Occupations,major,11430,3.1,12.495,0.86,21.69,45110,2.4,12.34,15.57,20.04,26.34,34.33,25680,32390,41690,54780,71400,2012
2460,OH,18140,"Columbus, OH",23-0000,Legal Occupations,major,6690,5.6,7.315,0.93,43.75,91000,6.3,16.24,21.95,34.67,54.12,85.19,33770,45660,72110,112570,177200,2012
2469,OH,18140,"Columbus, OH",25-0000,"Education, Training, and Library Occupations",major,56130,3.6,61.382,0.95,27.6,57400,5.5,10.97,16.13,25,35.13,43.76,22820,33540,52010,73070,91020,2012
2524,OH,18140,"Columbus, OH",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,13080,8.6,14.307,1.07,26.01,54100,3.8,10.09,14.9,22.75,32.61,43.82,20980,31000,47320,67830,91140,2012
2553,OH,18140,"Columbus, OH",29-0000,Healthcare Practitioners and Technical Occupations,major,55790,4.9,61.017,1.04,35.99,74860,2.8,15.35,21.2,28.26,38.64,65.66,31930,44090,58780,80380,136580,2012
2606,OH,18140,"Columbus, OH",31-0000,Healthcare Support Occupations,major,33000,4.5,36.095,1.2,12.56,26120,1.6,8.78,9.9,11.28,14.2,17.88,18250,20590,23470,29530,37190,2012
2623,OH,18140,"Columbus, OH",33-0000,Protective Service Occupations,major,20670,4.7,22.604,0.92,21.2,44090,6.1,9.36,11.44,19.67,29.74,35.6,19460,23790,40920,61850,74050,2012
2640,OH,18140,"Columbus, OH",35-0000,Food Preparation and Serving Related Occupations,major,82150,1.5,89.842,1.01,10.17,21150,1.2,7.95,8.33,8.97,10.69,14.54,16540,17330,18650,22230,30250,2012
2658,OH,18140,"Columbus, OH",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,28220,4.7,30.861,0.95,11.97,24900,1.7,8.12,8.74,10.23,13.84,19.25,16880,18180,21280,28790,40030,2012
2668,OH,18140,"Columbus, OH",39-0000,Personal Care and Service Occupations,major,19130,6.4,20.919,0.72,11.82,24590,2.4,8.12,8.74,10.12,12.76,18.37,16880,18180,21040,26540,38220,2012
2688,OH,18140,"Columbus, OH",41-0000,Sales and Related Occupations,major,89020,2.4,97.358,0.92,17.41,36210,1.9,8.25,9.06,11.99,20.12,32.95,17150,18840,24940,41850,68540,2012
2708,OH,18140,"Columbus, OH",43-0000,Office and Administrative Support Occupations,major,162780,2.1,178.025,1.09,16.6,34520,0.6,9.4,12.02,15.46,20,25.53,19550,25000,32150,41590,53090,2012
2763,OH,18140,"Columbus, OH",45-0000,"Farming, Fishing, and Forestry Occupations",major,650,21.7,0.715,0.22,14.05,29230,5.1,8.36,9.33,10.98,17.41,24.77,17380,19410,22840,36210,51520,2012
2768,OH,18140,"Columbus, OH",47-0000,Construction and Extraction Occupations,major,22810,3.6,24.946,0.65,21.71,45160,2,12.3,15.71,20.1,26.93,33.26,25580,32680,41800,56010,69180,2012
2801,OH,18140,"Columbus, OH",49-0000,"Installation, Maintenance, and Repair Occupations",major,28550,3.9,31.224,0.8,20.52,42680,1.2,11.25,14.69,19.43,25.59,31.5,23400,30560,40410,53230,65530,2012
2838,OH,18140,"Columbus, OH",51-0000,Production Occupations,major,53280,7.5,58.275,0.88,15.57,32380,2,8.91,10.6,14.03,18.87,25.14,18540,22050,29180,39250,52290,2012
2916,OH,18140,"Columbus, OH",53-0000,Transportation and Material Moving Occupations,major,69510,6.3,76.015,1.13,14.5,30170,1.6,8.47,9.63,12.58,17.54,23.55,17610,20040,26160,36480,48990,2012
2944,OH,19380,"Dayton, OH",11-0000,Management Occupations,major,16680,2.1,45.391,0.93,46.08,95850,1.4,20.48,29.83,42.17,56.48,74.61,42590,62040,87710,117470,155190,2012
2975,OH,19380,"Dayton, OH",13-0000,Business and Financial Operations Occupations,major,18670,1.9,50.814,1.03,32.36,67320,3.8,16.54,22.33,31.01,41.25,48.81,34410,46450,64500,85790,101520,2012
3004,OH,19380,"Dayton, OH",15-0000,Computer and Mathematical Occupations,major,12420,4.9,33.793,1.23,34.88,72550,2.2,18.45,24.72,33.68,43.63,54.31,38370,51430,70060,90750,112970,2012
3021,OH,19380,"Dayton, OH",17-0000,Architecture and Engineering Occupations,major,10390,6.2,28.272,1.56,39.04,81200,4.7,20.19,27.17,36.71,50.49,62.06,42000,56500,76350,105010,129080,2012
3048,OH,19380,"Dayton, OH",19-0000,"Life, Physical, and Social Science Occupations",major,2930,5.7,7.968,0.94,34.86,72500,4.8,16.49,23.34,33.69,44.05,53.65,34300,48540,70070,91620,111590,2012
3066,OH,19380,"Dayton, OH",21-0000,Community and Social Service Occupations,major,5390,5.5,14.668,1.02,20.9,43460,2.3,11.98,15,19.75,25.77,32.02,24920,31200,41070,53600,66600,2012
3083,OH,19380,"Dayton, OH",23-0000,Legal Occupations,major,**,**,**,**,43.11,89660,5.7,16.89,21.36,32.38,60.08,78.3,35120,44430,67340,124960,162860,2012
3089,OH,19380,"Dayton, OH",25-0000,"Education, Training, and Library Occupations",major,24630,3.7,67.016,1.04,24.68,51330,2.6,10.08,14.82,24.13,32.22,38.52,20970,30820,50190,67010,80120,2012
3134,OH,19380,"Dayton, OH",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,4050,6.6,11.011,0.82,21.69,45110,4.8,8.7,11.58,18.72,29.12,39.91,18090,24080,38950,60580,83010,2012
3158,OH,19380,"Dayton, OH",29-0000,Healthcare Practitioners and Technical Occupations,major,26430,9,71.935,1.23,33.79,70290,3.4,14.83,20.17,27.35,35.35,57.6,30840,41940,56890,73520,119810,2012
3207,OH,19380,"Dayton, OH",31-0000,Healthcare Support Occupations,major,15560,5.2,42.347,1.41,12.92,26860,1.9,8.6,9.85,11.77,14.47,17.89,17900,20480,24470,30090,37210,2012
3223,OH,19380,"Dayton, OH",33-0000,Protective Service Occupations,major,6480,4.7,17.634,0.72,19.13,39790,4.5,8.37,9.44,15.86,27.19,34.69,17410,19640,32990,56560,72160,2012
3238,OH,19380,"Dayton, OH",35-0000,Food Preparation and Serving Related Occupations,major,34830,1.5,94.795,1.07,9.67,20110,1,7.93,8.28,8.85,9.63,12.96,16500,17220,18420,20030,26960,2012
3254,OH,19380,"Dayton, OH",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,11350,8.5,30.883,0.95,12.74,26510,2,8.24,9.04,10.92,15.54,20.11,17130,18810,22710,32330,41830,2012
3261,OH,19380,"Dayton, OH",39-0000,Personal Care and Service Occupations,major,7920,6.8,21.559,0.74,10.92,22710,2.2,7.99,8.42,9.14,11.59,16.87,16610,17510,19010,24100,35090,2012
3279,OH,19380,"Dayton, OH",41-0000,Sales and Related Occupations,major,35900,2.8,97.707,0.92,16.08,33440,2.2,8.17,8.86,11.22,18.46,30.93,16990,18420,23330,38400,64340,2012
3298,OH,19380,"Dayton, OH",43-0000,Office and Administrative Support Occupations,major,58040,2.9,157.941,0.96,15.64,32520,1.3,9.06,11.21,14.55,18.58,23.88,18850,23330,30260,38650,49680,2012
