,PRIM_STATE,AREA,AREA_TITLE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,year
281,AK,11260,"Anchorage, AK",41-0000,Sales and Related Occupations,major,16540,3.5,93.817,0.89,17.61,36620,2.3,9.37,10.76,13.82,20.28,29.68,19480,22380,28740,42180,61720,2014
300,AK,11260,"Anchorage, AK",43-0000,Office and Administrative Support Occupations,major,30040,2.4,170.373,1.06,19.94,41470,1.1,11.92,14.84,18.53,24,29.47,24800,30870,38550,49920,61300,2014
348,AK,11260,"Anchorage, AK",45-0000,"Farming, Fishing, and Forestry Occupations",major,170,29.6,0.938,0.28,15.81,32880,11.9,8.46,9.27,15.47,20.56,26.4,17610,19280,32170,42770,54910,2014
349,AK,11260,"Anchorage, AK",47-0000,Construction and Extraction Occupations,major,9690,4.3,54.96,1.4,30.69,63830,1.7,16.62,22.83,30.13,38.15,44.85,34570,47490,62670,79350,93290,2014
376,AK,11260,"Anchorage, AK",49-0000,"Installation, Maintenance, and Repair Occupations",major,8660,5.1,49.14,1.27,27.35,56880,1.9,14.44,19.95,26.96,34.68,41.49,30030,41500,56070,72130,86290,2014
404,AK,11260,"Anchorage, AK",51-0000,Production Occupations,major,3430,6.3,19.471,0.29,22.65,47110,3.5,10.76,13.85,20.35,29.94,38.67,22380,28820,42320,62270,80430,2014
430,AK,11260,"Anchorage, AK",53-0000,Transportation and Material Moving Occupations,major,13130,4.2,74.46,1.09,26.27,54630,7.3,10.43,13.41,18.51,29.33,52.88,21700,27890,38510,61000,109990,2014
458,AK,21820,"Fairbanks, AK",11-0000,Management Occupations,major,2080,3.6,57.968,1.16,48.02,99880,2.4,24.68,32.71,44.22,57.45,75.42,51330,68040,91970,119500,156870,2014
474,AK,21820,"Fairbanks, AK",13-0000,Business and Financial Operations Occupations,major,1270,2.7,35.244,0.7,35.14,73090,2.7,21.52,27.68,33.55,41.07,49.19,44770,57580,69790,85430,102310,2014
486,AK,21820,"Fairbanks, AK",15-0000,Computer and Mathematical Occupations,major,580,2.3,16.194,0.57,37.07,77100,2,23.3,29.62,35.97,43.15,51.96,48470,61610,74830,89760,108080,2014
493,AK,21820,"Fairbanks, AK",17-0000,Architecture and Engineering Occupations,major,750,7.7,20.925,1.17,39.37,81880,2.4,23.62,29.6,38.5,48.02,57.53,49130,61570,80080,99880,119650,2014
503,AK,21820,"Fairbanks, AK",19-0000,"Life, Physical, and Social Science Occupations",major,1170,3.9,32.457,3.83,30.41,63250,1.4,18.12,22.04,28.79,36.76,44.78,37680,45840,59880,76450,93150,2014
511,AK,21820,"Fairbanks, AK",21-0000,Community and Social Service Occupations,major,760,11.1,21.081,1.48,26.65,55440,3.6,14.1,17.32,24.76,33.42,43.8,29330,36020,51500,69500,91110,2014
516,AK,21820,"Fairbanks, AK",23-0000,Legal Occupations,major,220,7.2,6.083,0.78,45.94,95560,6.4,23.25,28.15,41.87,58.97,75.49,48350,58550,87100,122660,157010,2014
519,AK,21820,"Fairbanks, AK",25-0000,"Education, Training, and Library Occupations",major,3130,1.6,87.149,1.4,36.18,75260,3.5,16.23,21.37,37.54,47.51,58.53,33770,44440,78080,98830,121750,2014
530,AK,21820,"Fairbanks, AK",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,350,12.4,9.752,0.73,23.13,48110,4.2,11.4,16.91,21.94,28.14,35.27,23700,35180,45640,58530,73350,2014
533,AK,21820,"Fairbanks, AK",29-0000,Healthcare Practitioners and Technical Occupations,major,2040,3.4,56.725,0.98,40.92,85120,2.4,20.38,27.25,37.65,49.72,58.22,42390,56680,78310,103410,121090,2014
549,AK,21820,"Fairbanks, AK",31-0000,Healthcare Support Occupations,major,740,4.7,20.711,0.71,17.8,37020,3.5,12.52,14.74,16.92,19.29,22.89,26040,30660,35190,40130,47620,2014
555,AK,21820,"Fairbanks, AK",33-0000,Protective Service Occupations,major,610,2.2,17.095,0.7,26.15,54380,3.9,14.56,18.06,24.3,31.88,41.36,30280,37560,50550,66300,86020,2014
560,AK,21820,"Fairbanks, AK",35-0000,Food Preparation and Serving Related Occupations,major,2850,10.1,79.141,0.87,11.19,23260,3.2,8.23,8.78,10.08,12.5,16.61,17120,18260,20960,26010,34550,2014
573,AK,21820,"Fairbanks, AK",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,1150,6.3,31.953,0.99,14.99,31190,3.4,9.48,11.18,14.75,17.89,21.58,19720,23260,30680,37220,44880,2014
578,AK,21820,"Fairbanks, AK",39-0000,Personal Care and Service Occupations,major,760,5.2,21.267,0.69,14.9,31000,3.3,8.71,10.08,13.72,19.24,22.43,18120,20960,28530,40020,46650,2014
586,AK,21820,"Fairbanks, AK",41-0000,Sales and Related Occupations,major,2950,5.9,82.125,0.78,16.27,33840,3.2,9.61,11.02,13.75,18.45,27.42,20000,22920,28590,38370,57040,2014
596,AK,21820,"Fairbanks, AK",43-0000,Office and Administrative Support Occupations,major,6130,3.1,170.565,1.07,20.38,42390,2.1,12.85,15.54,19.36,23.89,29.03,26730,32330,40270,49680,60390,2014
624,AK,21820,"Fairbanks, AK",45-0000,"Farming, Fishing, and Forestry Occupations",major,30,44.8,0.859,0.26,13.59,28260,11.1,8.64,10.6,13.17,15.22,19.99,17960,22050,27390,31650,41570,2014
625,AK,21820,"Fairbanks, AK",47-0000,Construction and Extraction Occupations,major,2580,4.8,71.879,1.84,29.73,61840,2.1,19.17,23.33,29.89,35.53,41.74,39880,48530,62160,73910,86820,2014
637,AK,21820,"Fairbanks, AK",49-0000,"Installation, Maintenance, and Repair Occupations",major,2220,6.3,61.671,1.59,27.11,56390,2.9,15.17,19.53,26.99,34.08,40.01,31560,40620,56130,70890,83220,2014
652,AK,21820,"Fairbanks, AK",51-0000,Production Occupations,major,880,10.5,24.491,0.37,24.59,51140,3.9,13.4,17.23,22.66,31.26,39.17,27860,35840,47130,65020,81480,2014
664,AK,21820,"Fairbanks, AK",53-0000,Transportation and Material Moving Occupations,major,2680,13.6,74.663,1.09,22.62,47040,4.5,12.32,14.84,21.22,27.82,36.07,25620,30860,44130,57860,75020,2014
678,AL,11500,"Anniston-Oxford, AL",11-0000,Management Occupations,major,1180,5.8,27.217,0.55,45.5,94640,3.2,22.82,30.28,40.08,54.6,74.27,47460,62990,83370,113560,154490,2014
687,AL,11500,"Anniston-Oxford, AL",13-0000,Business and Financial Operations Occupations,major,1130,5,26.078,0.52,30.37,63170,3.2,18.18,23.8,29.24,35.63,43.21,37810,49510,60820,74120,89870,2014
696,AL,11500,"Anniston-Oxford, AL",15-0000,Computer and Mathematical Occupations,major,330,11,7.6,0.27,29.28,60900,12.1,8.78,17.44,27.26,36.06,44.4,18270,36270,56700,74990,92360,2014
700,AL,11500,"Anniston-Oxford, AL",17-0000,Architecture and Engineering Occupations,major,600,16.8,13.922,0.78,34.33,71410,2.9,18.13,24.63,34.39,43.43,51.65,37710,51240,71530,90340,107430,2014
705,AL,11500,"Anniston-Oxford, AL",19-0000,"Life, Physical, and Social Science Occupations",major,220,21.2,4.978,0.59,28.88,60080,2.8,17.8,22.91,27.98,33.56,40.09,37030,47650,58210,69800,83390,2014
707,AL,11500,"Anniston-Oxford, AL",21-0000,Community and Social Service Occupations,major,350,8.7,8.058,0.56,20.75,43160,3.2,13.25,16.13,19.54,25.56,29.36,27560,33550,40650,53170,61060,2014
712,AL,11500,"Anniston-Oxford, AL",23-0000,Legal Occupations,major,180,13.3,4.083,0.52,29.77,61930,19.3,10.45,11.75,18.34,35.63,57.79,21740,24450,38160,74120,120200,2014
715,AL,11500,"Anniston-Oxford, AL",25-0000,"Education, Training, and Library Occupations",major,2790,3.9,64.338,1.03,18.79,39090,6.1,8.12,9.09,20.33,25.94,29.14,16900,18900,42280,53950,60610,2014
727,AL,11500,"Anniston-Oxford, AL",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,390,11.7,8.967,0.68,17.47,36340,7.3,8.18,9.37,15.58,22.87,30.09,17010,19500,32410,47570,62600,2014
732,AL,11500,"Anniston-Oxford, AL",29-0000,Healthcare Practitioners and Technical Occupations,major,2560,8.1,59.017,1.02,29.05,60430,7.7,12.28,15.69,21.55,28.33,54.91,25530,32630,44830,58930,114220,2014
745,AL,11500,"Anniston-Oxford, AL",31-0000,Healthcare Support Occupations,major,1350,8.1,31.178,1.07,11.5,23910,4,7.9,8.66,10.27,13.06,17.79,16440,18020,21360,27170,37010,2014
752,AL,11500,"Anniston-Oxford, AL",33-0000,Protective Service Occupations,major,980,19.4,22.518,0.92,17.91,37240,3.6,9.43,13.16,17.27,21.49,26.88,19620,27380,35920,44690,55900,2014
760,AL,11500,"Anniston-Oxford, AL",35-0000,Food Preparation and Serving Related Occupations,major,4590,3.5,105.783,1.16,9.07,18870,1.8,7.62,8,8.63,9.26,11.54,15850,16640,17950,19270,24010,2014
773,AL,11500,"Anniston-Oxford, AL",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,1340,8.9,30.86,0.95,10.69,22240,2.5,7.79,8.41,9.47,11.66,16.02,16210,17490,19700,24260,33330,2014
779,AL,11500,"Anniston-Oxford, AL",39-0000,Personal Care and Service Occupations,major,780,14.8,17.943,0.58,10.58,22010,4.9,7.7,8.2,9.04,12.36,16.69,16020,17060,18810,25700,34710,2014
786,AL,11500,"Anniston-Oxford, AL",41-0000,Sales and Related Occupations,major,4950,4.7,114.146,1.08,13.39,27860,3.6,7.86,8.47,9.58,15.21,24.62,16340,17620,19920,31640,51200,2014
797,AL,11500,"Anniston-Oxford, AL",43-0000,Office and Administrative Support Occupations,major,6910,4.8,159.276,0.99,14.53,30230,2.7,8.49,10.12,13.36,17.97,22.46,17650,21060,27790,37370,46720,2014
829,AL,11500,"Anniston-Oxford, AL",47-0000,Construction and Extraction Occupations,major,1200,6.4,27.643,0.71,18.57,38630,4,10.36,13.36,17.86,22.97,28.27,21550,27780,37150,47780,58810,2014
838,AL,11500,"Anniston-Oxford, AL",49-0000,"Installation, Maintenance, and Repair Occupations",major,3050,5.3,70.273,1.81,20.55,42750,4.8,12.26,16.14,21.35,24.06,27.61,25500,33560,44410,50040,57440,2014
853,AL,11500,"Anniston-Oxford, AL",51-0000,Production Occupations,major,5760,11.7,132.811,2.01,17.03,35420,5,9.64,12.02,16.19,20.86,25.38,20050,24990,33670,43390,52790,2014
873,AL,11500,"Anniston-Oxford, AL",53-0000,Transportation and Material Moving Occupations,major,2730,8.4,62.842,0.92,15.29,31800,4.1,8.41,9.85,13.69,19.87,24.79,17480,20490,28460,41330,51560,2014
885,AL,12220,"Auburn-Opelika, AL",11-0000,Management Occupations,major,1630,4.5,31.29,0.63,45.83,95330,4.2,22.55,31.09,41.69,54.68,73.83,46910,64660,86710,113730,153570,2014
899,AL,12220,"Auburn-Opelika, AL",13-0000,Business and Financial Operations Occupations,major,1410,9.5,27.004,0.53,30.51,63460,5.8,16.3,19.81,25.83,36.55,50.57,33910,41210,53730,76030,105180,2014
911,AL,12220,"Auburn-Opelika, AL",15-0000,Computer and Mathematical Occupations,major,740,7.2,14.209,0.5,30.55,63540,3.2,16.38,24.2,29.79,36.56,45.19,34080,50330,61970,76050,93990,2014
917,AL,12220,"Auburn-Opelika, AL",17-0000,Architecture and Engineering Occupations,major,510,8.1,9.793,0.55,32.93,68500,3.1,17.34,24.01,32.82,40.52,50.21,36060,49930,68260,84290,104430,2014
922,AL,12220,"Auburn-Opelika, AL",19-0000,"Life, Physical, and Social Science Occupations",major,530,4.6,10.234,1.21,26.88,55900,4.9,14.82,17.95,23.77,30.56,40.51,30830,37340,49440,63550,84260,2014
927,AL,12220,"Auburn-Opelika, AL",21-0000,Community and Social Service Occupations,major,560,7.5,10.759,0.75,20.75,43150,3.8,12.61,15.98,19.54,25.31,29.56,26240,33240,40650,52640,61490,2014
932,AL,12220,"Auburn-Opelika, AL",23-0000,Legal Occupations,major,140,12,2.705,0.35,41.56,86450,17.1,15.13,18.99,29.67,45.17,#,31480,39500,61720,93950,#,2014
935,AL,12220,"Auburn-Opelika, AL",25-0000,"Education, Training, and Library Occupations",major,5590,5.2,107.172,1.72,26.82,55780,12.1,8.47,13.45,24.71,33.79,50.09,17630,27980,51390,70270,104190,2014
950,AL,12220,"Auburn-Opelika, AL",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,490,5.9,9.391,0.71,27.6,57400,12.2,10.03,15.79,20.47,28.6,46.84,20860,32830,42580,59490,97430,2014
954,AL,12220,"Auburn-Opelika, AL",29-0000,Healthcare Practitioners and Technical Occupations,major,2890,6.5,55.419,0.95,29.46,61270,4.9,10.94,15.79,23.19,31.32,58.16,22760,32830,48240,65140,120980,2014
970,AL,12220,"Auburn-Opelika, AL",31-0000,Healthcare Support Occupations,major,1030,7.1,19.717,0.68,10.88,22640,2.4,7.9,8.72,10.21,12.06,15.24,16430,18130,21230,25080,31710,2014
976,AL,12220,"Auburn-Opelika, AL",33-0000,Protective Service Occupations,major,760,15.8,14.547,0.6,14.2,29540,6.6,7.91,8.73,12.08,18.75,23.74,16450,18160,25130,38990,49370,2014
981,AL,12220,"Auburn-Opelika, AL",35-0000,Food Preparation and Serving Related Occupations,major,5770,4.4,110.522,1.22,9.37,19480,1.3,7.63,8.03,8.69,9.39,12.34,15870,16700,18080,19540,25670,2014
996,AL,12220,"Auburn-Opelika, AL",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,1930,4.8,36.899,1.14,10.69,22240,3.5,7.77,8.32,9.23,11.5,16.44,16160,17310,19210,23920,34200,2014
1002,AL,12220,"Auburn-Opelika, AL",39-0000,Personal Care and Service Occupations,major,1460,11.5,28.014,0.91,9.91,20620,3.4,7.68,8.13,8.88,10.33,14.07,15980,16910,18460,21490,29270,2014
1010,AL,12220,"Auburn-Opelika, AL",41-0000,Sales and Related Occupations,major,5690,4.5,109.027,1.03,13.72,28550,3.7,7.85,8.45,9.53,15.25,25.16,16320,17570,19820,31720,52330,2014
1021,AL,12220,"Auburn-Opelika, AL",43-0000,Office and Administrative Support Occupations,major,7370,8.5,141.249,0.88,14.37,29880,2.3,8.42,9.91,13.33,17.49,22.32,17520,20610,27720,36390,46430,2014
1049,AL,12220,"Auburn-Opelika, AL",45-0000,"Farming, Fishing, and Forestry Occupations",major,160,20,3.113,0.94,17.35,36100,11.6,11.81,13.14,15.54,19.46,25.76,24570,27340,32310,40490,53590,2014
1050,AL,12220,"Auburn-Opelika, AL",47-0000,Construction and Extraction Occupations,major,1400,7.8,26.824,0.69,16.28,33860,3.7,8.69,11.33,14.99,18.64,24.42,18070,23570,31170,38770,50790,2014
1060,AL,12220,"Auburn-Opelika, AL",49-0000,"Installation, Maintenance, and Repair Occupations",major,1900,4.6,36.435,0.94,19.21,39960,2.7,10.5,13.87,18.03,23.37,30,21830,28850,37510,48610,62390,2014
1075,AL,12220,"Auburn-Opelika, AL",51-0000,Production Occupations,major,6560,8.2,125.771,1.9,12.98,26990,5.4,8.02,8.88,11.77,15.52,20.58,16680,18460,24470,32290,42800,2014
1095,AL,12220,"Auburn-Opelika, AL",53-0000,Transportation and Material Moving Occupations,major,3650,14.8,69.905,1.02,12.52,26030,2.7,8.14,9.16,11.21,14.19,18.32,16940,19060,23320,29510,38100,2014
1110,AL,13820,"Birmingham-Hoover, AL",11-0000,Management Occupations,major,20680,2,41.781,0.84,55.53,115500,1.6,25.78,35.09,47.39,67.62,#,53620,73000,98570,140640,#,2014
1140,AL,13820,"Birmingham-Hoover, AL",13-0000,Business and Financial Operations Occupations,major,21790,2.2,44.026,0.87,31.81,66170,1.4,16.97,21.83,28.81,37.72,48.91,35300,45400,59920,78460,101740,2014
1168,AL,13820,"Birmingham-Hoover, AL",15-0000,Computer and Mathematical Occupations,major,12910,5.7,26.093,0.92,35.1,73010,1.4,18.87,25.43,34.18,43.72,53.06,39260,52890,71100,90940,110360,2014
1184,AL,13820,"Birmingham-Hoover, AL",17-0000,Architecture and Engineering Occupations,major,6950,3.6,14.041,0.78,36.28,75470,1.8,18.45,25.79,34.88,45.44,56.4,38370,53640,72550,94520,117300,2014
1213,AL,13820,"Birmingham-Hoover, AL",19-0000,"Life, Physical, and Social Science Occupations",major,2450,4.2,4.949,0.58,27.18,56540,7,13.99,18.85,22.45,30.29,45.03,29100,39200,46690,62990,93660,2014
1225,AL,13820,"Birmingham-Hoover, AL",21-0000,Community and Social Service Occupations,major,4230,3.5,8.55,0.6,20.35,42320,1.7,10.96,15.12,19.2,25.55,31.18,22810,31450,39940,53140,64860,2014
1240,AL,13820,"Birmingham-Hoover, AL",23-0000,Legal Occupations,major,3380,6.7,6.834,0.88,44.4,92350,5.4,18.55,25.34,35.44,56.58,82.52,38580,52710,73710,117690,171640,2014
1246,AL,13820,"Birmingham-Hoover, AL",25-0000,"Education, Training, and Library Occupations",major,26260,1.8,53.063,0.85,24.47,50890,9.8,8.38,11.19,22.8,28.11,38.9,17420,23270,47420,58470,80910,2014
1281,AL,13820,"Birmingham-Hoover, AL",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,5470,12,11.049,0.83,19.75,41070,7.1,8.34,10.73,16.82,25.13,35.47,17350,22330,35000,52270,73770,2014
1307,AL,13820,"Birmingham-Hoover, AL",29-0000,Healthcare Practitioners and Technical Occupations,major,38460,1.9,77.701,1.34,31.65,65830,3.1,13.87,19.28,25.31,34.06,54.7,28850,40100,52650,70840,113780,2014
1355,AL,13820,"Birmingham-Hoover, AL",31-0000,Healthcare Support Occupations,major,13890,4,28.059,0.96,12.58,26170,2,8.32,9.67,11.37,14.22,18.24,17310,20100,23650,29580,37940,2014
1373,AL,13820,"Birmingham-Hoover, AL",33-0000,Protective Service Occupations,major,13800,3.5,27.89,1.14,17.25,35880,4.9,8.35,10,14.99,22.9,29.22,17360,20800,31170,47620,60780,2014
1391,AL,13820,"Birmingham-Hoover, AL",35-0000,Food Preparation and Serving Related Occupations,major,39290,2.1,79.386,0.87,9.93,20650,1.3,7.68,8.14,8.9,10.59,14.1,15970,16930,18520,22020,29330,2014
1408,AL,13820,"Birmingham-Hoover, AL",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,13600,3.6,27.468,0.85,10.97,22820,1.9,7.83,8.53,9.9,11.94,16.54,16290,17750,20600,24830,34410,2014
1416,AL,13820,"Birmingham-Hoover, AL",39-0000,Personal Care and Service Occupations,major,11850,4.1,23.937,0.78,10.58,22010,2.6,7.7,8.18,8.98,11.16,16.83,16020,17020,18690,23210,35010,2014
1433,AL,13820,"Birmingham-Hoover, AL",41-0000,Sales and Related Occupations,major,61500,1.8,124.253,1.18,18.29,38040,2.5,8,8.84,11.87,22,35.97,16640,18390,24690,45760,74810,2014
1453,AL,13820,"Birmingham-Hoover, AL",43-0000,Office and Administrative Support Occupations,major,85000,1.5,171.733,1.07,16.4,34100,0.7,9.29,11.74,14.96,19.85,25.97,19320,24420,31110,41290,54020,2014
1506,AL,13820,"Birmingham-Hoover, AL",45-0000,"Farming, Fishing, and Forestry Occupations",major,520,11.6,1.056,0.32,14.49,30130,6.7,8.19,9.29,14.95,17.66,21.34,17040,19320,31090,36730,44390,2014
1510,AL,13820,"Birmingham-Hoover, AL",47-0000,Construction and Extraction Occupations,major,21630,3.6,43.711,1.12,19.82,41220,1.6,11.31,14.2,18.22,23.75,29.48,23520,29530,37900,49400,61320,2014
1549,AL,13820,"Birmingham-Hoover, AL",49-0000,"Installation, Maintenance, and Repair Occupations",major,23400,3.2,47.275,1.22,21.2,44090,1.3,10.91,14.46,19.81,26.69,34.14,22690,30070,41210,55520,71010,2014
1584,AL,13820,"Birmingham-Hoover, AL",51-0000,Production Occupations,major,33000,3.8,66.665,1.01,16.59,34500,1.8,9.07,11.15,15.02,19.89,26.28,18860,23200,31250,41360,54670,2014
1660,AL,13820,"Birmingham-Hoover, AL",53-0000,Transportation and Material Moving Occupations,major,34890,3,70.484,1.03,16.29,33880,4.6,8.42,9.98,13.65,19.24,27.15,17520,20770,28390,40020,56480,2014
1690,AL,19460,"Decatur, AL",11-0000,Management Occupations,major,1580,6.4,30.41,0.61,49.01,101930,2.3,25.23,33.36,44.42,59.61,77.46,52470,69380,92400,124000,161120,2014
1704,AL,19460,"Decatur, AL",13-0000,Business and Financial Operations Occupations,major,1230,5.5,23.726,0.47,30.92,64310,3.9,14.58,21.06,29.97,38.94,48.67,30320,43810,62350,81000,101240,2014
1715,AL,19460,"Decatur, AL",15-0000,Computer and Mathematical Occupations,major,370,18.1,7.063,0.25,32.4,67390,4,17.18,23.12,28.95,41.29,52.82,35730,48090,60210,85880,109870,2014
1720,AL,19460,"Decatur, AL",17-0000,Architecture and Engineering Occupations,major,1790,7.1,34.355,1.92,42.14,87650,3.1,21.81,31.73,43.45,52.27,59.08,45360,66000,90370,108720,122880,2014
1737,AL,19460,"Decatur, AL",19-0000,"Life, Physical, and Social Science Occupations",major,270,8,5.135,0.61,30.61,63670,6.4,16.86,21.23,31.9,37.43,45.3,35070,44150,66340,77860,94220,2014
1740,AL,19460,"Decatur, AL",21-0000,Community and Social Service Occupations,major,500,12.1,9.568,0.67,21.64,45010,4.4,11.24,15.64,20.99,27.05,32.46,23390,32530,43660,56260,67510,2014
1748,AL,19460,"Decatur, AL",23-0000,Legal Occupations,major,110,21.7,2.03,0.26,34.4,71560,10.2,14.5,17.26,25.63,39.91,68.24,30170,35900,53310,83010,141950,2014
1750,AL,19460,"Decatur, AL",25-0000,"Education, Training, and Library Occupations",major,2780,5.8,53.498,0.86,19.13,39790,7.1,8.35,9.9,21.44,26.17,28.75,17380,20600,44590,54430,59790,2014
1760,AL,19460,"Decatur, AL",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,200,17.2,3.768,0.28,15.52,32280,8.8,7.97,8.98,12.82,18.47,30.01,16580,18680,26670,38420,62420,2014
1763,AL,19460,"Decatur, AL",29-0000,Healthcare Practitioners and Technical Occupations,major,2620,5.2,50.278,0.86,29.63,61630,6.5,12.59,16.43,21.83,28.9,58.3,26190,34180,45410,60110,121260,2014
1780,AL,19460,"Decatur, AL",31-0000,Healthcare Support Occupations,major,1280,9.2,24.668,0.85,11.42,23760,2.9,7.96,8.88,10.49,12.93,16.56,16550,18470,21820,26890,34450,2014
1787,AL,19460,"Decatur, AL",33-0000,Protective Service Occupations,major,1360,14,26.235,1.08,21.14,43970,5.2,12.45,15.69,20.38,25.04,32.87,25900,32630,42390,52070,68380,2014
1795,AL,19460,"Decatur, AL",35-0000,Food Preparation and Serving Related Occupations,major,4040,4.4,77.75,0.86,9.18,19100,1.4,7.64,8.04,8.69,9.37,12.89,15900,16720,18080,19500,26810,2014
1807,AL,19460,"Decatur, AL",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,1250,9.9,24.105,0.75,11.83,24610,4.9,7.83,8.53,9.99,12.85,17.75,16290,17750,20770,26720,36910,2014
1813,AL,19460,"Decatur, AL",39-0000,Personal Care and Service Occupations,major,1180,10.4,22.666,0.74,10.16,21140,3.6,7.67,8.12,8.86,10.57,16.34,15960,16890,18430,21980,33990,2014
1822,AL,19460,"Decatur, AL",41-0000,Sales and Related Occupations,major,5840,4.9,112.364,1.07,14.59,30340,4.1,7.86,8.48,9.66,17.33,28.45,16350,17650,20090,36040,59180,2014
1832,AL,19460,"Decatur, AL",43-0000,Office and Administrative Support Occupations,major,6840,3.5,131.533,0.82,14.7,30580,1.7,8.61,10.36,13.51,17.71,22.81,17910,21550,28100,36840,47440,2014
1860,AL,19460,"Decatur, AL",45-0000,"Farming, Fishing, and Forestry Occupations",major,230,17.3,4.399,1.33,12.08,25120,6.8,8.43,9.63,10.63,11.63,18.82,17530,20030,22110,24180,39150,2014
1861,AL,19460,"Decatur, AL",47-0000,Construction and Extraction Occupations,major,2860,5.6,55.032,1.41,19.15,39820,2,10.79,13.98,18.6,23.29,28.53,22430,29080,38680,48430,59350,2014
1879,AL,19460,"Decatur, AL",49-0000,"Installation, Maintenance, and Repair Occupations",major,2850,5.3,54.719,1.41,22.37,46520,4.9,11.45,14.84,20.25,29.57,36.52,23810,30870,42120,61500,75950,2014
