,PRIM_STATE,AREA,AREA_TITLE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,year
988,AL,12220,"Auburn-Opelika, AL",43-0000,Office and Administrative Support Occupations,major,7380,3.7,158.614,0.95,14.37,29880,2.9,8.31,9.81,13.27,17.74,22.39,17280,20400,27610,36900,46570,2011
1018,AL,12220,"Auburn-Opelika, AL",45-0000,"Farming, Fishing, and Forestry Occupations",major,150,11,3.138,0.98,17.53,36460,2.2,12.35,14.89,17.27,20.37,23.09,25680,30980,35930,42380,48030,2011
1019,AL,12220,"Auburn-Opelika, AL",47-0000,Construction and Extraction Occupations,major,1480,5.9,31.759,0.82,16.52,34350,2.4,9.7,11.8,15.13,19.19,25.93,20180,24530,31480,39920,53940,2011
1031,AL,12220,"Auburn-Opelika, AL",49-0000,"Installation, Maintenance, and Repair Occupations",major,1780,7.3,38.194,0.98,18.48,38430,3.5,9.13,12.44,17.89,23.02,28.57,18990,25880,37210,47870,59420,2011
1046,AL,12220,"Auburn-Opelika, AL",51-0000,Production Occupations,major,4170,5.6,89.614,1.37,12.95,26930,2.3,8.08,9.19,12.19,14.32,20.65,16810,19110,25350,29780,42950,2011
1064,AL,12220,"Auburn-Opelika, AL",53-0000,Transportation and Material Moving Occupations,major,2750,7.4,59.015,0.88,13.81,28730,4.1,8.09,9.17,13.19,17.06,20.49,16820,19060,27440,35490,42620,2011
1079,AL,13820,"Birmingham-Hoover, AL",11-0000,Management Occupations,major,20080,2.3,42.204,0.88,51.73,107590,1.3,24.83,32.76,44.63,63.14,88.67,51640,68140,92830,131320,184420,2011
1111,AL,13820,"Birmingham-Hoover, AL",13-0000,Business and Financial Operations Occupations,major,18750,2.5,39.413,0.82,30.99,64460,1.6,17.15,21.54,27.92,36.38,47.38,35680,44800,58080,75680,98560,2011
1141,AL,13820,"Birmingham-Hoover, AL",15-0000,Computer and Mathematical Occupations,major,10310,3.4,21.673,0.82,33.73,70160,1.9,19.29,24.73,32.47,41.43,49.59,40120,51430,67530,86180,103150,2011
1154,AL,13820,"Birmingham-Hoover, AL",17-0000,Architecture and Engineering Occupations,major,6860,3.1,14.422,0.8,32.14,66850,2,16.23,21.98,30.37,41.08,50.6,33750,45720,63170,85440,105250,2011
1183,AL,13820,"Birmingham-Hoover, AL",19-0000,"Life, Physical, and Social Science Occupations",major,2510,5.1,5.278,0.63,27.13,56430,5.9,14.35,18.12,23.18,32.76,43.12,29840,37690,48220,68150,89690,2011
1194,AL,13820,"Birmingham-Hoover, AL",21-0000,Community and Social Service Occupations,major,3950,6.1,8.294,0.56,20.91,43500,2,12.85,15.6,19.56,25.54,31.28,26740,32450,40680,53120,65060,2011
1209,AL,13820,"Birmingham-Hoover, AL",23-0000,Legal Occupations,major,3960,4.8,8.321,1.06,44.31,92170,6,16.42,21.71,32.09,58.67,86.7,34140,45150,66750,122040,180330,2011
1218,AL,13820,"Birmingham-Hoover, AL",25-0000,"Education, Training, and Library Occupations",major,25190,5.1,52.944,0.81,24.48,50920,9.1,8.72,13.94,23.02,28.27,36.9,18140,29000,47870,58790,76740,2011
1258,AL,13820,"Birmingham-Hoover, AL",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,5370,9.3,11.285,0.84,18.33,38130,5.1,8.13,9.28,15.76,23.44,31.81,16910,19300,32790,48740,66170,2011
1281,AL,13820,"Birmingham-Hoover, AL",29-0000,Healthcare Practitioners and Technical Occupations,major,37190,3.8,78.168,1.33,30,62410,2.9,13.18,18.33,24.39,33.26,50.3,27420,38140,50730,69170,104620,2011
1322,AL,13820,"Birmingham-Hoover, AL",31-0000,Healthcare Support Occupations,major,12850,6.2,27.015,0.88,12.17,25320,1.6,8.14,9.33,11.17,14.07,17.65,16920,19420,23230,29260,36720,2011
1336,AL,13820,"Birmingham-Hoover, AL",33-0000,Protective Service Occupations,major,13180,4.7,27.698,1.11,16.75,34850,5.5,8.21,9.75,14.51,22.3,28.25,17080,20280,30180,46380,58750,2011
1352,AL,13820,"Birmingham-Hoover, AL",35-0000,Food Preparation and Serving Related Occupations,major,34520,2.4,72.552,0.83,9.6,19960,1.4,7.63,8.07,8.8,10.07,13.16,15860,16780,18310,20940,27380,2011
1369,AL,13820,"Birmingham-Hoover, AL",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,13600,2.4,28.59,0.87,10.85,22570,1.8,7.78,8.43,9.67,12.22,15.94,16180,17540,20110,25410,33160,2011
1378,AL,13820,"Birmingham-Hoover, AL",39-0000,Personal Care and Service Occupations,major,12120,13.5,25.473,0.9,10.07,20950,3,7.64,8.09,8.84,10.58,14.43,15890,16830,18380,22000,30020,2011
1398,AL,13820,"Birmingham-Hoover, AL",41-0000,Sales and Related Occupations,major,60840,2.1,127.882,1.2,17.08,35540,2.1,8.01,8.92,12.17,20.72,32.74,16660,18550,25310,43110,68100,2011
1418,AL,13820,"Birmingham-Hoover, AL",43-0000,Office and Administrative Support Occupations,major,88080,1.3,185.137,1.11,15.75,32750,0.6,9.05,11.26,14.41,18.97,24.34,18830,23410,29960,39460,50630,2011
1471,AL,13820,"Birmingham-Hoover, AL",45-0000,"Farming, Fishing, and Forestry Occupations",major,690,23.2,1.456,0.46,15.33,31890,7.3,8.86,10.42,13.45,19.84,25.08,18420,21670,27970,41260,52170,2011
1476,AL,13820,"Birmingham-Hoover, AL",47-0000,Construction and Extraction Occupations,major,20840,3,43.808,1.13,17.99,37430,1.4,10.43,12.98,16.69,21.65,27.61,21690,27000,34720,45030,57420,2011
1516,AL,13820,"Birmingham-Hoover, AL",49-0000,"Installation, Maintenance, and Repair Occupations",major,23250,4.6,48.87,1.26,20.11,41840,1.5,10.87,14.36,18.89,24.96,31.14,22610,29860,39300,51920,64770,2011
1551,AL,13820,"Birmingham-Hoover, AL",51-0000,Production Occupations,major,27930,4.4,58.699,0.9,15.9,33080,1.6,8.78,10.84,14.2,18.73,25.9,18270,22560,29540,38950,53880,2011
1627,AL,13820,"Birmingham-Hoover, AL",53-0000,Transportation and Material Moving Occupations,major,33690,3,70.82,1.05,14.53,30220,1.7,8.12,9.26,12.58,17.81,23.95,16900,19250,26160,37040,49820,2011
1654,AL,19460,"Decatur, AL",11-0000,Management Occupations,major,1570,4.3,30.29,0.63,44.31,92170,2.9,20.82,28.98,38.91,55.77,73.39,43300,60280,80940,116010,152650,2011
1668,AL,19460,"Decatur, AL",13-0000,Business and Financial Operations Occupations,major,1030,7.2,19.892,0.41,29.33,61000,3.6,15.9,20.53,27.25,35.72,46.03,33080,42710,56680,74310,95750,2011
1677,AL,19460,"Decatur, AL",15-0000,Computer and Mathematical Occupations,major,350,9.5,6.683,0.25,32.42,67440,4.1,16.11,22.86,31.55,42.41,51.8,33510,47550,65620,88210,107740,2011
1684,AL,19460,"Decatur, AL",17-0000,Architecture and Engineering Occupations,major,1240,3.7,23.884,1.33,40.16,83540,2.5,22.61,31.71,41.49,49.44,55.23,47030,65960,86290,102840,114880,2011
1692,AL,19460,"Decatur, AL",19-0000,"Life, Physical, and Social Science Occupations",major,410,18.4,7.896,0.94,28.05,58350,6.5,14.09,19.91,27.67,34.32,42.34,29310,41400,57560,71400,88060,2011
1696,AL,19460,"Decatur, AL",21-0000,Community and Social Service Occupations,major,560,10.2,10.857,0.74,17.66,36730,5,9.64,11.79,16.53,22.78,27.99,20060,24520,34380,47380,58220,2011
1702,AL,19460,"Decatur, AL",23-0000,Legal Occupations,major,100,13.8,1.916,0.25,28.39,59050,10.6,14.48,17.03,20.83,32.88,43.83,30110,35420,43320,68380,91160,2011
1704,AL,19460,"Decatur, AL",25-0000,"Education, Training, and Library Occupations",major,2850,5,55.005,0.84,20.32,42270,4,8.71,13.85,22.19,26.19,28.41,18110,28810,46150,54470,59090,2011
1716,AL,19460,"Decatur, AL",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,300,9.3,5.768,0.43,14.19,29520,7.9,7.82,8.51,10.98,18.54,25.21,16260,17700,22850,38560,52440,2011
1720,AL,19460,"Decatur, AL",29-0000,Healthcare Practitioners and Technical Occupations,major,2810,4.8,54.135,0.92,26.78,55700,3.5,12.89,16.47,21.14,27.24,48.67,26820,34260,43970,56650,101230,2011
1737,AL,19460,"Decatur, AL",31-0000,Healthcare Support Occupations,major,1300,8.6,25.016,0.81,11.33,23560,3.8,7.76,8.4,9.59,12.69,17.65,16140,17480,19950,26390,36710,2011
1746,AL,19460,"Decatur, AL",33-0000,Protective Service Occupations,major,1260,9.4,24.285,0.97,17.52,36440,4.7,8.67,12.52,17.01,21.36,26.71,18020,26040,35370,44430,55560,2011
1751,AL,19460,"Decatur, AL",35-0000,Food Preparation and Serving Related Occupations,major,4200,12.3,80.899,0.93,8.84,18390,1.3,7.57,7.94,8.56,9.18,11.04,15750,16520,17800,19090,22960,2011
1763,AL,19460,"Decatur, AL",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,1240,5.7,23.898,0.73,11.25,23390,2.4,7.91,8.78,10.36,12.83,16.74,16450,18250,21540,26690,34810,2011
1770,AL,19460,"Decatur, AL",39-0000,Personal Care and Service Occupations,major,1100,10.5,21.291,0.75,10.1,21000,4.9,7.64,8.13,8.93,10.7,15.11,15900,16900,18570,22250,31430,2011
1779,AL,19460,"Decatur, AL",41-0000,Sales and Related Occupations,major,5520,3.9,106.453,1,13.81,28710,2.5,7.87,8.57,10.41,15.91,23.64,16360,17820,21650,33090,49170,2011
1793,AL,19460,"Decatur, AL",43-0000,Office and Administrative Support Occupations,major,6890,2.9,132.765,0.8,14.46,30080,1.5,8.6,10.29,13.22,17.33,22.15,17880,21410,27500,36040,46060,2011
1822,AL,19460,"Decatur, AL",45-0000,"Farming, Fishing, and Forestry Occupations",major,70,8.5,1.398,0.44,15.2,31620,2.5,9.5,10.39,12.71,20.04,24.64,19760,21610,26440,41680,51260,2011
1823,AL,19460,"Decatur, AL",47-0000,Construction and Extraction Occupations,major,2430,5.3,46.756,1.21,18.19,37840,2.3,9.78,12.97,17.5,22.09,27.48,20350,26970,36400,45940,57160,2011
1840,AL,19460,"Decatur, AL",49-0000,"Installation, Maintenance, and Repair Occupations",major,3300,5.5,63.662,1.64,21.01,43700,5.2,8.65,12.87,19.14,29.32,34.28,18000,26760,39810,60990,71310,2011
1857,AL,19460,"Decatur, AL",51-0000,Production Occupations,major,8670,4,167.148,2.56,18.47,38430,4,9.25,10.84,16.64,23.71,31.77,19230,22550,34610,49310,66070,2011
1890,AL,19460,"Decatur, AL",53-0000,Transportation and Material Moving Occupations,major,4670,4.8,90.108,1.34,14.04,29200,3.4,8.22,9.57,11.59,17.12,23.64,17100,19900,24110,35610,49170,2011
1904,AL,20020,"Dothan, AL",11-0000,Management Occupations,major,1910,4.1,33.765,0.7,42.59,88580,2.5,20.52,27.94,37.48,51.38,71.02,42680,58100,77950,106860,147720,2011
